date,rainfall_mm,region,rainfall_3day,rainfall_7day,rainfall_30day,rainfall_7day_avg,rainfall_spike
2023-03-28,1.32,Azad Kashmir,1.32,1.32,1.32,1.32,0.0
2023-03-29,0.21,Azad Kashmir,1.53,1.53,1.53,0.76,-0.55
2023-03-30,4.44,Azad Kashmir,5.97,5.97,5.97,1.99,2.45
2023-03-31,8.07,Azad Kashmir,12.72,14.04,14.04,3.51,4.56
2023-04-01,11.56,Azad Kashmir,24.07,25.6,25.6,5.12,6.44
2023-04-02,1.88,Azad Kashmir,21.51,27.48,27.48,4.58,-2.7
2023-04-03,13.13,Azad Kashmir,26.57,40.61,40.61,5.8,7.33
2023-04-04,2.8,Azad Kashmir,17.81,42.09,43.41,6.01,-3.21
2023-04-05,1.18,Azad Kashmir,17.11,43.06,44.59,6.15,-4.97
2023-04-06,5.76,Azad Kashmir,9.74,44.38,50.35,6.34,-0.58
2023-04-07,0.0,Azad Kashmir,6.94,36.31,50.35,5.19,-5.19
2023-04-08,0.0,Azad Kashmir,5.76,24.75,50.35,3.54,-3.54
2023-04-09,0.0,Azad Kashmir,0.0,22.87,50.35,3.27,-3.27
2023-04-10,0.0,Azad Kashmir,0.0,9.74,50.35,1.39,-1.39
2023-04-11,0.0,Azad Kashmir,0.0,6.94,50.35,0.99,-0.99
2023-04-12,0.0,Azad Kashmir,0.0,5.76,50.35,0.82,-0.82
2023-04-13,0.0,Azad Kashmir,0.0,0.0,50.35,0.0,0.0
2023-04-14,0.0,Azad Kashmir,0.0,0.0,50.35,0.0,0.0
2023-04-15,0.44,Azad Kashmir,0.44,0.44,50.79,0.06,0.38
2023-04-16,4.11,Azad Kashmir,4.55,4.55,54.9,0.65,3.46
2023-04-17,1.14,Azad Kashmir,5.69,5.69,56.04,0.81,0.33
2023-04-18,27.36,Azad Kashmir,32.61,33.05,83.4,4.72,22.64
2023-04-19,32.06,Azad Kashmir,60.56,65.11,115.46,9.3,22.76
2023-04-20,9.74,Azad Kashmir,69.16,74.85,125.2,10.69,-0.95
2023-04-21,1.02,Azad Kashmir,42.82,75.87,126.22,10.84,-9.82
2023-04-22,0.21,Azad Kashmir,10.97,75.64,126.43,10.81,-10.6
2023-04-23,0.01,Azad Kashmir,1.24,71.54,126.44,10.22,-10.21
2023-04-24,0.0,Azad Kashmir,0.22,70.4,126.44,10.06,-10.06
2023-04-25,0.09,Azad Kashmir,0.1,43.13,126.53,6.16,-6.07
2023-04-26,10.04,Azad Kashmir,10.13,21.11,136.57,3.02,7.02
2023-04-27,11.22,Azad Kashmir,21.35,22.59,146.47,3.23,7.99
2023-04-28,17.43,Azad Kashmir,38.69,39.0,163.69,5.57,11.86
2023-04-29,0.0,Azad Kashmir,28.65,38.79,159.25,5.54,-5.54
2023-04-30,0.18,Azad Kashmir,17.61,38.96,151.36,5.57,-5.39
2023-05-01,3.17,Azad Kashmir,3.35,42.13,142.97,6.02,-2.85
2023-05-02,18.61,Azad Kashmir,21.96,60.65,159.7,8.66,9.95
2023-05-03,1.71,Azad Kashmir,23.49,52.32,148.28,7.47,-5.76
2023-05-04,4.97,Azad Kashmir,25.29,46.07,150.45,6.58,-1.61
2023-05-05,2.54,Azad Kashmir,9.22,31.18,151.81,4.45,-1.91
2023-05-06,3.55,Azad Kashmir,11.06,34.73,149.6,4.96,-1.41
2023-05-07,5.41,Azad Kashmir,11.5,39.96,155.01,5.71,-0.3
2023-05-08,10.18,Azad Kashmir,19.14,46.97,165.19,6.71,3.47
2023-05-09,0.09,Azad Kashmir,15.68,28.45,165.28,4.06,-3.97
2023-05-10,0.0,Azad Kashmir,10.27,26.74,165.28,3.82,-3.82
2023-05-11,0.0,Azad Kashmir,0.09,21.77,165.28,3.11,-3.11
2023-05-12,0.0,Azad Kashmir,0.0,19.23,165.28,2.75,-2.75
2023-05-13,2.6,Azad Kashmir,2.6,18.28,167.88,2.61,-0.01
2023-05-14,3.89,Azad Kashmir,6.49,16.76,171.77,2.39,1.5
2023-05-15,0.02,Azad Kashmir,6.51,6.6,171.35,0.94,-0.92
2023-05-16,0.0,Azad Kashmir,3.91,6.51,167.24,0.93,-0.93
2023-05-17,0.32,Azad Kashmir,0.34,6.83,166.42,0.98,-0.66
2023-05-18,7.51,Azad Kashmir,7.83,14.34,146.57,2.05,5.46
2023-05-19,0.64,Azad Kashmir,8.47,14.98,115.15,2.14,-1.5
2023-05-20,0.02,Azad Kashmir,8.17,12.4,105.43,1.77,-1.75
2023-05-21,0.0,Azad Kashmir,0.66,8.51,104.41,1.22,-1.22
2023-05-22,0.04,Azad Kashmir,0.06,8.53,104.24,1.22,-1.18
2023-05-23,6.5,Azad Kashmir,6.54,15.03,110.73,2.15,4.35
2023-05-24,9.82,Azad Kashmir,16.36,24.53,120.55,3.5,6.32
2023-05-25,3.49,Azad Kashmir,19.81,20.51,123.95,2.93,0.56
2023-05-26,13.02,Azad Kashmir,26.33,32.89,126.93,4.7,8.32
2023-05-27,0.76,Azad Kashmir,17.27,33.63,116.47,4.8,-4.04
2023-05-28,0.0,Azad Kashmir,13.78,33.63,99.04,4.8,-4.8
2023-05-29,7.43,Azad Kashmir,8.19,41.02,106.47,5.86,1.57
2023-05-30,6.57,Azad Kashmir,14.0,41.09,112.86,5.87,0.7
2023-05-31,16.34,Azad Kashmir,30.34,47.61,126.03,6.8,9.54
2023-06-01,23.41,Azad Kashmir,46.32,67.53,130.83,9.65,13.76
2023-06-02,0.4,Azad Kashmir,40.15,54.91,129.52,7.84,-7.44
2023-06-03,1.2,Azad Kashmir,25.01,55.35,125.75,7.91,-6.71
2023-06-04,0.21,Azad Kashmir,1.81,55.56,123.42,7.94,-7.73
2023-06-05,0.05,Azad Kashmir,1.46,48.18,119.92,6.88,-6.83
2023-06-06,6.88,Azad Kashmir,7.14,48.49,121.39,6.93,-0.05
2023-06-07,9.14,Azad Kashmir,16.07,41.29,120.35,5.9,3.24
2023-06-08,1.17,Azad Kashmir,17.19,19.05,121.43,2.72,-1.55
2023-06-09,0.0,Azad Kashmir,10.31,18.65,121.43,2.66,-2.66
2023-06-10,5.83,Azad Kashmir,7.0,23.28,127.26,3.33,2.5
2023-06-11,0.45,Azad Kashmir,6.28,23.52,127.71,3.36,-2.91
2023-06-12,0.06,Azad Kashmir,6.34,23.53,125.17,3.36,-3.3
2023-06-13,1.63,Azad Kashmir,2.14,18.28,122.91,2.61,-0.98
2023-06-14,8.99,Azad Kashmir,10.68,18.13,131.88,2.59,6.4
2023-06-15,6.25,Azad Kashmir,16.87,23.21,138.13,3.32,2.93
2023-06-16,0.61,Azad Kashmir,15.85,23.82,138.42,3.4,-2.79
2023-06-17,0.53,Azad Kashmir,7.39,18.52,131.44,2.65,-2.12
2023-06-18,2.89,Azad Kashmir,4.03,20.96,133.69,2.99,-0.1
2023-06-19,2.45,Azad Kashmir,5.87,23.35,136.12,3.34,-0.89
2023-06-20,0.0,Azad Kashmir,5.34,21.72,136.12,3.1,-3.1
2023-06-21,0.01,Azad Kashmir,2.46,12.74,136.09,1.82,-1.81
2023-06-22,0.0,Azad Kashmir,0.01,6.49,129.59,0.93,-0.93
2023-06-23,0.07,Azad Kashmir,0.08,5.95,119.84,0.85,-0.78
2023-06-24,0.95,Azad Kashmir,1.02,6.37,117.3,0.91,0.04
2023-06-25,21.66,Azad Kashmir,22.68,25.14,125.94,3.59,18.07
2023-06-26,14.3,Azad Kashmir,36.91,36.99,139.48,5.28,9.02
2023-06-27,6.01,Azad Kashmir,41.97,43.0,145.49,6.14,-0.13
2023-06-28,4.31,Azad Kashmir,24.62,47.3,142.37,6.76,-2.45
2023-06-29,7.64,Azad Kashmir,17.96,54.94,143.44,7.85,-0.21
2023-06-30,6.2,Azad Kashmir,18.15,61.07,133.3,8.72,-2.52
2023-07-01,0.1,Azad Kashmir,13.94,60.22,109.99,8.6,-8.5
2023-07-02,0.19,Azad Kashmir,6.49,38.75,109.78,5.54,-5.35
2023-07-03,15.25,Azad Kashmir,15.54,39.7,123.83,5.67,9.58
2023-07-04,17.22,Azad Kashmir,32.66,50.91,140.84,7.27,9.95
2023-07-05,4.21,Azad Kashmir,36.68,50.81,145.0,7.26,-3.05
2023-07-06,14.03,Azad Kashmir,35.46,57.2,152.15,8.17,5.86
2023-07-07,18.99,Azad Kashmir,37.23,69.99,162.0,10.0,8.99
2023-07-08,32.0,Azad Kashmir,65.02,101.89,192.83,14.56,17.44
2023-07-09,0.97,Azad Kashmir,51.96,102.67,193.8,14.67,-13.7
2023-07-10,0.31,Azad Kashmir,33.28,87.73,188.28,12.53,-12.22
2023-07-11,0.0,Azad Kashmir,1.28,70.51,187.83,10.07,-10.07
2023-07-12,0.14,Azad Kashmir,0.45,66.44,187.91,9.49,-9.35
2023-07-13,0.57,Azad Kashmir,0.71,52.98,186.85,7.57,-7.0
2023-07-14,0.56,Azad Kashmir,1.27,34.55,178.42,4.94,-4.38
2023-07-15,15.29,Azad Kashmir,16.42,17.84,187.46,2.55,12.74
2023-07-16,14.29,Azad Kashmir,30.14,31.16,201.14,4.45,9.84
2023-07-17,11.78,Azad Kashmir,41.36,42.63,212.39,6.09,5.69
2023-07-18,8.89,Azad Kashmir,34.96,51.52,218.39,7.36,1.53
2023-07-19,38.73,Azad Kashmir,59.4,90.11,254.67,12.87,25.86
2023-07-20,10.28,Azad Kashmir,57.9,99.82,264.95,14.26,-3.98
2023-07-21,7.1,Azad Kashmir,56.11,106.36,272.04,15.19,-8.09
2023-07-22,34.92,Azad Kashmir,52.3,125.99,306.96,18.0,16.92
2023-07-23,7.28,Azad Kashmir,49.3,118.98,314.17,17.0,-9.72
2023-07-24,22.7,Azad Kashmir,64.9,129.9,335.92,18.56,4.14
2023-07-25,4.77,Azad Kashmir,34.75,125.78,319.03,17.97,-13.2
2023-07-26,9.68,Azad Kashmir,37.15,96.73,314.41,13.82,-4.14
2023-07-27,16.68,Azad Kashmir,31.13,103.13,325.08,14.73,1.95
2023-07-28,9.77,Azad Kashmir,36.13,105.8,330.54,15.11,-5.34
2023-07-29,15.81,Azad Kashmir,42.26,86.69,338.71,12.38,3.43
2023-07-30,0.28,Azad Kashmir,25.86,79.69,332.79,11.38,-11.1
2023-07-31,4.24,Azad Kashmir,20.33,61.23,336.93,8.75,-4.51
2023-08-01,1.68,Azad Kashmir,6.2,58.14,338.42,8.31,-6.63
2023-08-02,3.61,Azad Kashmir,9.53,52.07,326.78,7.44,-3.83
2023-08-03,11.26,Azad Kashmir,16.55,46.65,320.82,6.66,4.6
2023-08-04,3.61,Azad Kashmir,18.48,40.49,320.22,5.78,-2.17
2023-08-05,6.35,Azad Kashmir,21.22,31.03,312.54,4.43,1.92
2023-08-06,8.83,Azad Kashmir,18.79,39.58,302.38,5.65,3.18
2023-08-07,4.89,Azad Kashmir,20.07,40.23,275.27,5.75,-0.86
2023-08-08,1.4,Azad Kashmir,15.12,39.95,275.7,5.71,-4.31
2023-08-09,0.06,Azad Kashmir,6.35,36.4,275.45,5.2,-5.14
2023-08-10,1.08,Azad Kashmir,2.54,26.22,276.53,3.75,-2.67
2023-08-11,3.9,Azad Kashmir,5.04,26.51,280.29,3.79,0.11
2023-08-12,0.03,Azad Kashmir,5.01,20.19,279.75,2.88,-2.85
2023-08-13,0.22,Azad Kashmir,4.15,11.58,279.41,1.65,-1.43
2023-08-14,3.51,Azad Kashmir,3.76,10.2,267.63,1.46,2.05
2023-08-15,13.17,Azad Kashmir,16.9,21.97,266.51,3.14,10.03
2023-08-16,0.56,Azad Kashmir,17.24,22.47,255.29,3.21,-2.65
2023-08-17,3.84,Azad Kashmir,17.57,25.23,250.24,3.6,0.24
2023-08-18,0.35,Azad Kashmir,4.75,21.68,211.86,3.1,-2.75
2023-08-19,0.93,Azad Kashmir,5.12,22.58,202.51,3.23,-2.3
2023-08-20,0.1,Azad Kashmir,1.38,22.46,195.51,3.21,-3.11
2023-08-21,0.0,Azad Kashmir,1.03,18.95,160.59,2.71,-2.71
2023-08-22,0.0,Azad Kashmir,0.1,5.78,153.31,0.83,-0.83
2023-08-23,1.98,Azad Kashmir,1.98,7.2,132.59,1.03,0.95
2023-08-24,5.76,Azad Kashmir,7.74,9.12,133.58,1.3,4.46
2023-08-25,3.43,Azad Kashmir,11.17,12.2,127.33,1.74,1.69
2023-08-26,2.46,Azad Kashmir,11.65,13.73,113.11,1.96,0.5
2023-08-27,1.45,Azad Kashmir,7.34,15.08,104.79,2.15,-0.7
2023-08-28,3.1,Azad Kashmir,7.01,18.18,92.08,2.6,0.5
2023-08-29,0.12,Azad Kashmir,4.67,18.3,91.92,2.61,-2.49
2023-08-30,0.0,Azad Kashmir,3.22,16.32,87.68,2.33,-2.33
2023-08-31,0.0,Azad Kashmir,0.12,10.56,86.0,1.51,-1.51
2023-09-01,0.0,Azad Kashmir,0.0,7.13,82.39,1.02,-1.02
2023-09-02,1.16,Azad Kashmir,1.16,5.83,72.29,0.83,0.33
2023-09-03,0.15,Azad Kashmir,1.31,4.53,68.83,0.65,-0.5
2023-09-04,0.6,Azad Kashmir,1.91,2.03,63.08,0.29,0.31
2023-09-05,6.63,Azad Kashmir,7.38,8.54,60.88,1.22,5.41
2023-09-06,0.0,Azad Kashmir,7.23,8.54,55.99,1.22,-1.22
2023-09-07,0.0,Azad Kashmir,6.63,8.54,54.59,1.22,-1.22
2023-09-08,0.94,Azad Kashmir,0.94,9.48,55.47,1.35,-0.41
2023-09-09,7.58,Azad Kashmir,8.52,15.9,61.97,2.27,5.31
2023-09-10,2.03,Azad Kashmir,10.55,17.78,60.1,2.54,-0.51
2023-09-11,0.14,Azad Kashmir,9.75,17.32,60.21,2.47,-2.33
2023-09-12,0.07,Azad Kashmir,2.24,10.76,60.06,1.54,-1.47
2023-09-13,0.06,Azad Kashmir,0.27,10.82,56.61,1.55,-1.49
2023-09-14,3.04,Azad Kashmir,3.17,13.86,46.48,1.98,1.06
2023-09-15,9.1,Azad Kashmir,12.2,22.02,55.02,3.15,5.95
2023-09-16,9.28,Azad Kashmir,21.42,23.72,60.46,3.39,5.89
2023-09-17,4.18,Azad Kashmir,22.56,25.87,64.29,3.7,0.48
2023-09-18,1.34,Azad Kashmir,14.8,27.07,64.7,3.87,-2.53
2023-09-19,0.72,Azad Kashmir,6.24,27.72,65.32,3.96,-3.24
2023-09-20,0.02,Azad Kashmir,2.08,27.68,65.34,3.95,-3.93
2023-09-21,0.23,Azad Kashmir,0.97,24.87,65.57,3.55,-3.32
2023-09-22,3.41,Azad Kashmir,3.66,19.18,67.0,2.74,0.67
2023-09-23,5.68,Azad Kashmir,9.32,15.58,66.92,2.23,3.45
2023-09-24,1.7,Azad Kashmir,10.79,13.1,65.19,1.87,-0.17
2023-09-25,22.13,Azad Kashmir,29.51,33.89,84.86,4.84,17.29
2023-09-26,0.0,Azad Kashmir,23.83,33.17,83.41,4.74,-4.74
2023-09-27,0.0,Azad Kashmir,22.13,33.15,80.31,4.74,-4.74
2023-09-28,0.02,Azad Kashmir,0.02,32.94,80.21,4.71,-4.69
2023-09-29,0.73,Azad Kashmir,0.75,30.26,80.94,4.32,-3.59
2023-09-30,0.0,Azad Kashmir,0.75,24.58,80.94,3.51,-3.51
2023-10-01,0.06,Azad Kashmir,0.79,22.94,81.0,3.28,-3.22
2023-10-02,0.53,Azad Kashmir,0.59,1.34,80.37,0.19,0.34
2023-10-03,0.02,Azad Kashmir,0.61,1.36,80.24,0.19,-0.17
2023-10-04,0.0,Azad Kashmir,0.55,1.36,79.64,0.19,-0.19
2023-10-05,0.0,Azad Kashmir,0.02,1.34,73.01,0.19,-0.19
2023-10-06,0.0,Azad Kashmir,0.0,0.61,73.01,0.09,-0.09
2023-10-07,0.08,Azad Kashmir,0.08,0.69,73.09,0.1,-0.02
2023-10-08,0.0,Azad Kashmir,0.08,0.63,72.15,0.09,-0.09
2023-10-09,9.95,Azad Kashmir,10.03,10.05,74.52,1.44,8.51
2023-10-10,5.0,Azad Kashmir,14.95,15.03,77.49,2.15,2.85
2023-10-11,0.0,Azad Kashmir,14.95,15.03,77.35,2.15,-2.15
2023-10-12,0.0,Azad Kashmir,5.0,15.03,77.28,2.15,-2.15
2023-10-13,0.06,Azad Kashmir,0.06,15.09,77.28,2.16,-2.1
2023-10-14,6.6,Azad Kashmir,6.66,21.61,80.84,3.09,3.51
2023-10-15,2.61,Azad Kashmir,9.27,24.22,74.35,3.46,-0.85
2023-10-16,20.41,Azad Kashmir,29.62,34.68,85.48,4.95,15.46
2023-10-17,13.87,Azad Kashmir,36.89,43.55,95.17,6.22,7.65
2023-10-18,0.0,Azad Kashmir,34.28,43.55,93.83,6.22,-6.22
2023-10-19,0.0,Azad Kashmir,13.87,43.55,93.11,6.22,-6.22
2023-10-20,0.0,Azad Kashmir,0.0,43.49,93.09,6.21,-6.21
2023-10-21,0.07,Azad Kashmir,0.07,36.96,92.93,5.28,-5.21
2023-10-22,5.3,Azad Kashmir,5.37,39.65,94.82,5.66,-0.36
2023-10-23,0.03,Azad Kashmir,5.4,19.27,89.17,2.75,-2.72
2023-10-24,0.08,Azad Kashmir,5.41,5.48,87.55,0.78,-0.7
2023-10-25,0.0,Azad Kashmir,0.11,5.48,65.42,0.78,-0.78
2023-10-26,0.0,Azad Kashmir,0.08,5.48,65.42,0.78,-0.78
2023-10-27,0.0,Azad Kashmir,0.0,5.48,65.42,0.78,-0.78
2023-10-28,0.0,Azad Kashmir,0.0,5.41,65.4,0.77,-0.77
2023-10-29,0.0,Azad Kashmir,0.0,0.11,64.67,0.02,-0.02
2023-10-30,0.0,Azad Kashmir,0.0,0.08,64.67,0.01,-0.01
2023-10-31,0.0,Azad Kashmir,0.0,0.0,64.61,0.0,0.0
2023-11-01,2.36,Azad Kashmir,2.36,2.36,66.44,0.34,2.02
2023-11-02,2.71,Azad Kashmir,5.07,5.07,69.13,0.72,1.99
2023-11-03,0.01,Azad Kashmir,5.08,5.08,69.14,0.73,-0.72
2023-11-04,0.0,Azad Kashmir,2.72,5.08,69.14,0.73,-0.73
2023-11-05,0.0,Azad Kashmir,0.01,5.08,69.14,0.73,-0.73
2023-11-06,0.0,Azad Kashmir,0.0,5.08,69.06,0.73,-0.73
2023-11-07,0.0,Azad Kashmir,0.0,5.08,69.06,0.73,-0.73
2023-11-08,0.0,Azad Kashmir,0.0,2.72,59.11,0.39,-0.39
2023-11-09,6.15,Azad Kashmir,6.15,6.16,60.26,0.88,5.27
2023-11-10,42.95,Azad Kashmir,49.1,49.1,103.21,7.01,35.94
2023-11-11,0.28,Azad Kashmir,49.38,49.38,103.49,7.05,-6.77
2023-11-12,0.0,Azad Kashmir,43.23,49.38,103.43,7.05,-7.05
2023-11-13,0.0,Azad Kashmir,0.28,49.38,96.83,7.05,-7.05
2023-11-14,0.0,Azad Kashmir,0.0,49.38,94.22,7.05,-7.05
2023-11-15,0.0,Azad Kashmir,0.0,49.38,73.81,7.05,-7.05
2023-11-16,0.0,Azad Kashmir,0.0,43.23,59.94,6.18,-6.18
2023-11-17,0.0,Azad Kashmir,0.0,0.28,59.94,0.04,-0.04
2023-11-18,0.0,Azad Kashmir,0.0,0.0,59.94,0.0,0.0
2023-11-19,0.0,Azad Kashmir,0.0,0.0,59.94,0.0,0.0
2023-11-20,0.0,Azad Kashmir,0.0,0.0,59.87,0.0,0.0
2023-11-21,0.0,Azad Kashmir,0.0,0.0,54.57,0.0,0.0
2023-11-22,0.0,Azad Kashmir,0.0,0.0,54.54,0.0,0.0
2023-11-23,0.0,Azad Kashmir,0.0,0.0,54.46,0.0,0.0
2023-11-24,0.0,Azad Kashmir,0.0,0.0,54.46,0.0,0.0
2023-11-25,0.0,Azad Kashmir,0.0,0.0,54.46,0.0,0.0
2023-11-26,0.0,Azad Kashmir,0.0,0.0,54.46,0.0,0.0
2023-11-27,0.03,Azad Kashmir,0.03,0.03,54.49,0.0,0.03
2023-11-28,0.0,Azad Kashmir,0.03,0.03,54.49,0.0,0.0
2023-11-29,0.45,Azad Kashmir,0.48,0.48,54.94,0.07,0.38
2023-11-30,9.61,Azad Kashmir,10.06,10.09,64.55,1.44,8.17
2023-12-01,3.04,Azad Kashmir,13.1,13.13,65.23,1.88,1.16
2023-12-02,0.0,Azad Kashmir,12.65,13.13,62.52,1.88,-1.88
2023-12-03,0.0,Azad Kashmir,3.04,13.13,62.51,1.88,-1.88
2023-12-04,0.0,Azad Kashmir,0.0,13.1,62.51,1.87,-1.87
2023-12-05,0.0,Azad Kashmir,0.0,13.1,62.51,1.87,-1.87
2023-12-06,0.0,Azad Kashmir,0.0,12.65,62.51,1.81,-1.81
2023-12-07,0.0,Azad Kashmir,0.0,3.04,62.51,0.43,-0.43
2023-12-08,0.0,Azad Kashmir,0.0,0.0,62.51,0.0,0.0
2023-12-09,0.0,Azad Kashmir,0.0,0.0,56.36,0.0,0.0
2023-12-10,0.0,Azad Kashmir,0.0,0.0,13.41,0.0,0.0
2023-12-11,0.0,Azad Kashmir,0.0,0.0,13.13,0.0,0.0
2023-12-12,0.04,Azad Kashmir,0.04,0.04,13.17,0.01,0.03
2023-12-13,0.0,Azad Kashmir,0.04,0.04,13.17,0.01,-0.01
2023-12-14,0.0,Azad Kashmir,0.04,0.04,13.17,0.01,-0.01
2023-12-15,0.0,Azad Kashmir,0.0,0.04,13.17,0.01,-0.01
2023-12-16,3.06,Azad Kashmir,3.06,3.1,16.23,0.44,2.62
2023-12-17,0.13,Azad Kashmir,3.19,3.23,16.36,0.46,-0.33
2023-12-18,0.0,Azad Kashmir,3.19,3.23,16.36,0.46,-0.46
2023-12-19,0.0,Azad Kashmir,0.13,3.19,16.36,0.46,-0.46
2023-12-20,0.0,Azad Kashmir,0.0,3.19,16.36,0.46,-0.46
2023-12-21,0.0,Azad Kashmir,0.0,3.19,16.36,0.46,-0.46
2023-12-22,0.0,Azad Kashmir,0.0,3.19,16.36,0.46,-0.46
2023-12-23,0.13,Azad Kashmir,0.13,0.26,16.49,0.04,0.09
2023-12-24,0.15,Azad Kashmir,0.28,0.28,16.64,0.04,0.11
2023-12-25,0.0,Azad Kashmir,0.28,0.28,16.64,0.04,-0.04
2023-12-26,0.0,Azad Kashmir,0.15,0.28,16.64,0.04,-0.04
2023-12-27,0.0,Azad Kashmir,0.0,0.28,16.61,0.04,-0.04
2023-12-28,0.0,Azad Kashmir,0.0,0.28,16.61,0.04,-0.04
2023-12-29,0.0,Azad Kashmir,0.0,0.28,16.16,0.04,-0.04
2023-12-30,0.0,Azad Kashmir,0.0,0.15,6.55,0.02,-0.02
2023-12-31,0.0,Azad Kashmir,0.0,0.0,3.51,0.0,0.0
2024-01-01,0.0,Azad Kashmir,0.0,0.0,3.51,0.0,0.0
2024-01-02,0.0,Azad Kashmir,0.0,0.0,3.51,0.0,0.0
2024-01-03,0.0,Azad Kashmir,0.0,0.0,3.51,0.0,0.0
2024-01-04,0.0,Azad Kashmir,0.0,0.0,3.51,0.0,0.0
2024-01-05,0.0,Azad Kashmir,0.0,0.0,3.51,0.0,0.0
2024-01-06,0.0,Azad Kashmir,0.0,0.0,3.51,0.0,0.0
2024-01-07,0.0,Azad Kashmir,0.0,0.0,3.51,0.0,0.0
2024-01-08,0.0,Azad Kashmir,0.0,0.0,3.51,0.0,0.0
2024-01-09,0.0,Azad Kashmir,0.0,0.0,3.51,0.0,0.0
2024-01-10,0.0,Azad Kashmir,0.0,0.0,3.51,0.0,0.0
2024-01-11,0.0,Azad Kashmir,0.0,0.0,3.47,0.0,0.0
2024-01-12,0.0,Azad Kashmir,0.0,0.0,3.47,0.0,0.0
2024-01-13,0.0,Azad Kashmir,0.0,0.0,3.47,0.0,0.0
2024-01-14,0.0,Azad Kashmir,0.0,0.0,3.47,0.0,0.0
2024-01-15,0.0,Azad Kashmir,0.0,0.0,0.41,0.0,0.0
2024-01-16,0.0,Azad Kashmir,0.0,0.0,0.28,0.0,0.0
2024-01-17,0.0,Azad Kashmir,0.0,0.0,0.28,0.0,0.0
2024-01-18,0.0,Azad Kashmir,0.0,0.0,0.28,0.0,0.0
2024-01-19,0.0,Azad Kashmir,0.0,0.0,0.28,0.0,0.0
2024-01-20,0.0,Azad Kashmir,0.0,0.0,0.28,0.0,0.0
2024-01-21,0.0,Azad Kashmir,0.0,0.0,0.28,0.0,0.0
2024-01-22,0.0,Azad Kashmir,0.0,0.0,0.15,0.0,0.0
2024-01-23,0.0,Azad Kashmir,0.0,0.0,0.0,0.0,0.0
2024-01-24,0.0,Azad Kashmir,0.0,0.0,0.0,0.0,0.0
2024-01-25,0.01,Azad Kashmir,0.01,0.01,0.01,0.0,0.01
2024-01-26,0.1,Azad Kashmir,0.11,0.11,0.11,0.02,0.08
2024-01-27,0.01,Azad Kashmir,0.12,0.12,0.12,0.02,-0.01
2024-01-28,4.56,Azad Kashmir,4.67,4.68,4.68,0.67,3.89
2024-01-29,2.24,Azad Kashmir,6.81,6.92,6.92,0.99,1.25
2024-01-30,6.43,Azad Kashmir,13.23,13.35,13.35,1.91,4.52
2024-01-31,21.03,Azad Kashmir,29.7,34.38,34.38,4.91,16.12
2024-02-01,17.39,Azad Kashmir,44.85,51.76,51.77,7.39,10.0
2024-02-02,0.06,Azad Kashmir,38.48,51.72,51.83,7.39,-7.33
2024-02-03,7.78,Azad Kashmir,25.23,59.49,59.61,8.5,-0.72
2024-02-04,6.78,Azad Kashmir,14.62,61.71,66.39,8.82,-2.04
2024-02-05,0.41,Azad Kashmir,14.97,59.88,66.8,8.55,-8.14
2024-02-06,0.02,Azad Kashmir,7.21,53.47,66.82,7.64,-7.62
2024-02-07,0.0,Azad Kashmir,0.43,32.44,66.82,4.63,-4.63
2024-02-08,0.0,Azad Kashmir,0.02,15.05,66.82,2.15,-2.15
2024-02-09,0.0,Azad Kashmir,0.0,14.99,66.82,2.14,-2.14
2024-02-10,0.0,Azad Kashmir,0.0,7.21,66.82,1.03,-1.03
2024-02-11,0.0,Azad Kashmir,0.0,0.43,66.82,0.06,-0.06
2024-02-12,0.0,Azad Kashmir,0.0,0.02,66.82,0.0,0.0
2024-02-13,0.0,Azad Kashmir,0.0,0.0,66.82,0.0,0.0
2024-02-14,0.0,Azad Kashmir,0.0,0.0,66.82,0.0,0.0
2024-02-15,0.0,Azad Kashmir,0.0,0.0,66.82,0.0,0.0
2024-02-16,0.0,Azad Kashmir,0.0,0.0,66.82,0.0,0.0
2024-02-17,0.02,Azad Kashmir,0.02,0.02,66.84,0.0,0.02
2024-02-18,13.26,Azad Kashmir,13.28,13.28,80.1,1.9,11.36
2024-02-19,50.23,Azad Kashmir,63.51,63.51,130.33,9.07,41.16
2024-02-20,18.1,Azad Kashmir,81.59,81.61,148.43,11.66,6.44
2024-02-21,0.94,Azad Kashmir,69.27,82.55,149.37,11.79,-10.85
2024-02-22,0.14,Azad Kashmir,19.18,82.69,149.51,11.81,-11.67
2024-02-23,0.0,Azad Kashmir,1.08,82.69,149.51,11.81,-11.81
2024-02-24,0.37,Azad Kashmir,0.51,83.04,149.87,11.86,-11.49
2024-02-25,0.15,Azad Kashmir,0.52,69.93,149.92,9.99,-9.84
2024-02-26,1.26,Azad Kashmir,1.78,20.96,151.17,2.99,-1.73
2024-02-27,0.04,Azad Kashmir,1.45,2.9,146.65,0.41,-0.37
2024-02-28,0.0,Azad Kashmir,1.3,1.96,144.41,0.28,-0.28
2024-02-29,0.12,Azad Kashmir,0.16,1.94,138.1,0.28,-0.16
2024-03-01,18.75,Azad Kashmir,18.87,20.69,135.82,2.96,15.79
2024-03-02,56.96,Azad Kashmir,75.83,77.28,175.39,11.04,45.92
2024-03-03,3.17,Azad Kashmir,78.88,80.3,178.5,11.47,-8.3
2024-03-04,0.11,Azad Kashmir,60.24,79.15,170.83,11.31,-11.2
